#Supplementary Table S2. GCF representative BGCs and their associated Seurat clusters in the BTyperBGC atlas.
Seurat_clusters	GCF_representative_BGCs
6	BGC0001974
9	BGC0002485
6	BGC0000479
9	BGC0000483
0	BGC0002615
2	BGC0002533
2	BGC0002611
0	BGC0001035
2	BGC0001399
0	BGC0002607
8	BGC0002608
0	BGC0002596
7	BGC0001929
1	BGC0002579
1	BGC0001496
1	BGC0002575
5	BGC0001616
8	BGC0002557
0	BGC0001857
2	BGC0002555
1	BGC0000880
5	BGC0002553
1	BGC0000947
11	BGC0001408
0	BGC0002515
0	BGC0002239
8	BGC0001123
8	BGC0002501
0	BGC0001400
11	BGC0002487
0	BGC0002483
11	BGC0002471
6	BGC0002400
5	BGC0000671
13	BGC0002395
6	BGC0000879
5	BGC0002354
7	BGC0000802
0	BGC0001600
0	BGC0002304
0	BGC0001255
0	BGC0002177
2	BGC0002286
8	BGC0001712
11	BGC0002262
0	BGC0001913
0	BGC0002222
11	BGC0001340
0	BGC0001854
0	BGC0002203
11	BGC0001679
5	BGC0002256
0	BGC0001118
3	BGC0002211
6	BGC0002249
2	BGC0002208
2	BGC0002242
0	BGC0000013
0	BGC0002237
0	BGC0000120
0	BGC0002229
13	BGC0002221
5	BGC0002218
8	BGC0002219
0	BGC0001037
1	BGC0001122
5	BGC0002216
8	BGC0001578
3	BGC0002215
0	BGC0001124
0	BGC0002210
0	BGC0001606
0	BGC0001966
0	BGC0002188
0	BGC0002175
0	BGC0001264
0	BGC0001906
8	BGC0002133
5	BGC0001570
8	BGC0000837
8	BGC0000840
10	BGC0001910
0	BGC0001541
0	BGC0001865
0	BGC0000012
8	BGC0001826
2	BGC0001820
8	BGC0000321
9	BGC0001277
1	BGC0000547
1	BGC0000498
1	BGC0001787
2	BGC0000337
5	BGC0001768
6	BGC0000923
6	BGC0000485
1	BGC0001743
8	BGC0001717
1	BGC0000508
1	BGC0001618
2	BGC0001615
2	BGC0000292
2	BGC0001609
2	BGC0001044
0	BGC0000334
0	BGC0001358
1	BGC0000586
1	BGC0001550
8	BGC0001465
2	BGC0000955
2	BGC0001415
8	BGC0001321
0	BGC0000003
1	BGC0001226
8	BGC0000815
3	BGC0001190
1	BGC0001173
1	BGC0000564
11	BGC0000469
0	BGC0001047
10	BGC0001006
8	BGC0000829
5	BGC0000776
8	BGC0000643
3	BGC0000312
8	BGC0000627
1	BGC0000624
4	BGC0000595
6	BGC0000532
6	BGC0000562
1	BGC0000553
4	BGC0000546
1	BGC0000542
1	BGC0000497
6	BGC0000531
6	BGC0000492
0	BGC0000088
2	AS.BTDB_2025-0002562_c00057_SAMN329...region001
2	AS.BTDB_2022-0001440_c00171_GCA_002...region001
2	AS.BTDB_2022-0001686_c00074_GCA_002...region001
0	AS.BTDB_2022-0000043_DRX150688_00124.region001
6	AS.BTDB_2022-0000555_c00029_GCA_000...region001
2	AS.BTDB_2022-0000591_c00058_GCA_000...region001
2	AS.BTDB_2022-0000703_JOTM01000107.1.region001
2	AS.BTDB_2022-0000703_JOTM01000112.1.region001
2	AS.BTDB_2022-0000722_JMQD01000023.1.region001
0	AS.BTDB_2022-0001150_NFDE01000007.1.region001
2	AS.BTDB_2022-0001440_c00078_GCA_002...region001
6	AS.BTDB_2022-0001463_c00165_GCA_002...region001
2	AS.BTDB_2022-0001465_c00008_GCA_002...region001
5	AS.BTDB_2022-0001489_c00058_GCA_002...region001
6	AS.BTDB_2022-0001489_c00072_GCA_002...region001
2	AS.BTDB_2022-0001517_c00186_GCA_002...region001
0	AS.BTDB_2022-0001551_c00076_GCA_002...region001
0	AS.BTDB_2022-0001551_c00114_GCA_002...region001
2	AS.BTDB_2022-0001561_c00021_GCA_002...region001
9	AS.BTDB_2022-0001728_c00071_GCA_002...region001
0	AS.BTDB_2022-0001768_c00065_GCA_002...region001
6	AS.BTDB_2022-0001906_c00094_GCA_002...region001
2	AS.BTDB_2022-0002755_c00030_GCA_007...region001
2	AS.BTDB_2022-0002875_WJCD01000058.1.region001
0	AS.BTDB_2022-0003568_JAKUEU010000111.region001
2	AS.BTDB_2022-0006074_c00138_SRX1130...region001
0	AS.BTDB_2022-0006240_c00077_SRX1154...region001
2	AS.BTDB_2024-0000113_contig00109.region001
2	AS.BTDB_2025-0000374_c00070_SAMEA11...region001
2	AS.BTDB_2025-0002412_c00087_SAMN329...region001
0	AS.BTDB_2025-0004460_c00055_SAMN437...region001
2	AS.BTDB_2025-0004517_c00075_SAMN437...region001
0	AS.BTDB_2025-0004517_c00078_SAMN437...region001
2	AS.BTDB_2025-0004526_c00038_SAMN437...region001
0	AS.BTDB_2025-0004569_c00030_SAMN439...region001
2	AS.BTDB_2025-0004572_c00047_SAMN439...region001
2	AS.BTDB_2025-0004865_JBLFEW010000092.region001
3	BGC0000018
3	BGC0000023
0	BGC0000027
3	BGC0000041
0	BGC0000044
0	BGC0000072
3	BGC0000073
3	BGC0000103
0	BGC0000174
0	BGC0000180
2	BGC0000196
0	BGC0000280
5	BGC0000304
2	BGC0000307
5	BGC0000308
5	BGC0000335
2	BGC0000342
2	BGC0000347
2	BGC0000351
2	BGC0000357
2	BGC0000372
2	BGC0000377
5	BGC0000384
12	BGC0000387
2	BGC0000393
10	BGC0000457
6	BGC0000478
1	BGC0000484
1	BGC0000486
1	BGC0000487
1	BGC0000488
1	BGC0000489
1	BGC0000490
1	BGC0000494
6	BGC0000505
1	BGC0000513
1	BGC0000516
1	BGC0000519
1	BGC0000523
6	BGC0000525
1	BGC0000528
1	BGC0000540
1	BGC0000548
1	BGC0000558
1	BGC0000566
6	BGC0000567
1	BGC0000568
6	BGC0000570
1	BGC0000571
1	BGC0000572
6	BGC0000573
4	BGC0000574
1	BGC0000575
6	BGC0000576
7	BGC0000577
6	BGC0000580
1	BGC0000581
9	BGC0000585
6	BGC0000591
2	BGC0000598
6	BGC0000606
1	BGC0000616
1	BGC0000617
6	BGC0000618
6	BGC0000621
4	BGC0000622
1	BGC0000623
1	BGC0000628
5	BGC0000631
8	BGC0000645
8	BGC0000647
8	BGC0000648
8	BGC0000650
13	BGC0000660
5	BGC0000667
13	BGC0000672
6	BGC0000673
8	BGC0000674
9	BGC0000675
11	BGC0000676
13	BGC0000677
6	BGC0000683
13	BGC0000685
8	BGC0000686
13	BGC0000687
11	BGC0000688
5	BGC0000762
5	BGC0000778
5	BGC0000779
5	BGC0000789
5	BGC0000800
13	BGC0000810
10	BGC0000812
13	BGC0000817
9	BGC0000819
10	BGC0000846
6	BGC0000850
6	BGC0000851
5	BGC0000866
9	BGC0000870
5	BGC0000871
9	BGC0000884
2	BGC0000900
2	BGC0000901
6	BGC0000917
4	BGC0000918
5	BGC0000919
0	BGC0000922
9	BGC0000925
1	BGC0000932
11	BGC0000944
6	BGC0000948
0	BGC0000974
0	BGC0000986
0	BGC0000992
0	BGC0001050
0	BGC0001067
11	BGC0001075
0	BGC0001102
0	BGC0001112
2	BGC0001133
6	BGC0001134
2	BGC0001135
3	BGC0001141
0	BGC0001143
0	BGC0001160
0	BGC0001161
2	BGC0001166
5	BGC0001168
1	BGC0001171
9	BGC0001174
1	BGC0001176
6	BGC0001181
9	BGC0001198
13	BGC0001201
0	BGC0001219
1	BGC0001229
0	BGC0001235
6	BGC0001238
2	BGC0001240
0	BGC0001242
0	BGC0001244
6	BGC0001248
2	BGC0001249
2	BGC0001250
0	BGC0001252
2	BGC0001261
0	BGC0001266
0	BGC0001275
3	BGC0001281
0	BGC0001284
11	BGC0001286
0	BGC0001290
6	BGC0001306
1	BGC0001311
13	BGC0001315
5	BGC0001325
8	BGC0001365
3	BGC0001367
13	BGC0001375
5	BGC0001380
0	BGC0001383
4	BGC0001392
1	BGC0001393
5	BGC0001395
0	BGC0001446
0	BGC0001449
0	BGC0001454
11	BGC0001468
13	BGC0001475
6	BGC0001481
8	BGC0001490
6	BGC0001493
11	BGC0001516
0	BGC0001524
2	BGC0001527
13	BGC0001528
5	BGC0001545
4	BGC0001554
1	BGC0001576
5	BGC0001586
6	BGC0001601
13	BGC0001604
5	BGC0001605
5	BGC0001610
5	BGC0001617
9	BGC0001621
2	BGC0001627
0	BGC0001630
5	BGC0001631
2	BGC0001636
1	BGC0001639
6	BGC0001642
1	BGC0001645
5	BGC0001650
5	BGC0001651
12	BGC0001654
3	BGC0001665
2	BGC0001668
2	BGC0001672
6	BGC0001680
6	BGC0001681
6	BGC0001682
10	BGC0001683
1	BGC0001684
6	BGC0001685
11	BGC0001713
10	BGC0001716
0	BGC0001720
6	BGC0001733
0	BGC0001738
6	BGC0001746
6	BGC0001781
4	BGC0001786
2	BGC0001790
10	BGC0001791
5	BGC0001797
13	BGC0001799
6	BGC0001839
2	BGC0001844
6	BGC0001867
8	BGC0001873
0	BGC0001876
11	BGC0001888
2	BGC0001891
0	BGC0001899
0	BGC0001905
0	BGC0001907
5	BGC0001924
9	BGC0001925
11	BGC0001948
0	BGC0001954
0	BGC0001962
13	BGC0001969
2	BGC0001984
5	BGC0001987
11	BGC0001989
0	BGC0001991
6	BGC0001994
11	BGC0001995
13	BGC0001997
1	BGC0002005
5	BGC0002020
1	BGC0002026
9	BGC0002036
9	BGC0002043
10	BGC0002046
2	BGC0002075
9	BGC0002080
13	BGC0002099
3	BGC0002102
1	BGC0002115
10	BGC0002120
2	BGC0002123
10	BGC0002134
2	BGC0002135
1	BGC0002144
1	BGC0002150
9	BGC0002155
2	BGC0002157
2	BGC0002158
13	BGC0002162
6	BGC0002163
2	BGC0002164
0	BGC0002168
0	BGC0002171
5	BGC0002172
13	BGC0002173
2	BGC0002174
6	BGC0002176
0	BGC0002180
5	BGC0002181
0	BGC0002186
0	BGC0002192
2	BGC0002193
0	BGC0002194
8	BGC0002195
8	BGC0002199
11	BGC0002207
0	BGC0002212
0	BGC0002213
0	BGC0002214
2	BGC0002225
2	BGC0002226
0	BGC0002236
0	BGC0002238
0	BGC0002240
1	BGC0002246
5	BGC0002248
0	BGC0002268
5	BGC0002276
2	BGC0002277
9	BGC0002283
1	BGC0002289
1	BGC0002298
6	BGC0002309
6	BGC0002311
1	BGC0002312
12	BGC0002313
4	BGC0002316
6	BGC0002317
9	BGC0002319
13	BGC0002320
11	BGC0002321
1	BGC0002322
6	BGC0002328
10	BGC0002331
1	BGC0002334
6	BGC0002337
3	BGC0002338
4	BGC0002339
8	BGC0002341
3	BGC0002342
9	BGC0002343
8	BGC0002345
9	BGC0002359
9	BGC0002372
13	BGC0002391
13	BGC0002394
6	BGC0002401
2	BGC0002403
5	BGC0002404
2	BGC0002405
13	BGC0002406
6	BGC0002407
9	BGC0002423
8	BGC0002438
13	BGC0002445
5	BGC0002449
11	BGC0002469
2	BGC0002472
9	BGC0002489
1	BGC0002490
5	BGC0002491
5	BGC0002496
0	BGC0002525
2	BGC0002529
6	BGC0002530
0	BGC0002538
10	BGC0002571
11	BGC0002573
6	BGC0002576
6	BGC0002580
8	BGC0002584
0	BGC0002594
4	BGC0002609
2	BGC0002617
6	BGC0002622
9	BGC0002631
2	BGC0002639
6	BGC0002640
8	BGC0002643
9	BGC0002645
6	BGC0002659
5	BGC0002660
9	BGC0002665
8	BGC0002670
1	BGC0002674
11	BGC0002681
2	BGC0002685
10	BGC0002692
8	BGC0002694
10	BGC0002698
6	BGC0002703
6	BGC0002704
2	BGC0002710
8	BGC0002722
6	BGC0002725
8	BGC0002733
6	BGC0002750
13	BGC0002751
6	BGC0002786
0	BGC0002815
6	BGC0002826
1	BGC0002835
6	BGC0002846
8	BGC0002847
0	BGC0002852
6	BGC0002861
0	BGC0002864
0	BGC0002877
2	BGC0002884
2	BGC0002890
6	BGC0002897
6	BGC0002906
9	BGC0002909
0	BGC0002911
3	BGC0002926
0	BGC0002929
1	BGC0002934
6	BGC0002943
0	BGC0002953
6	BGC0002954
13	BGC0002956
9	BGC0002965
9	BGC0002966
6	BGC0002967
4	BGC0002968
13	BGC0002969
0	BGC0002970
2	BGC0002989
6	BGC0002990
8	BGC0002991
0	BGC0002993
2	BGC0002995
3	BGC0002999
1	BGC0003004
0	BGC0003006
1	BGC0003015
6	BGC0003019
6	BGC0003024
8	BGC0003037
6	BGC0003043
1	BGC0003050
1	BGC0003062
6	BGC0003063
9	BGC0003065
13	BGC0003073
13	BGC0003079
6	BGC0003082
6	BGC0003083
13	BGC0003084
8	BGC0003085
0	BGC0003099
4	BGC0003100
6	BGC0003103
10	BGC0003107
0	BGC0003115
2	BGC0003130
6	BGC0003140
2	BGC0003141
0	BGC0003152
6	BGC0003157
6	BGC0003158
6	BGC0003159
5	BTDB_2022-0000823.2.clustersGCA_001044655.1_Contig_4_cluster_2
1	BTDB_2022-0001410.2.clustersGCA_002552625.1_Contig_20_cluster_1
2	BTDB_2022-0001465.2.clustersGCA_002555145.1_Contig_225_cluster_1
2	BTDB_2022-0001621.2.clustersGCA_002558885.1_Contig_15_cluster_1
6	BTDB_2022-0001756.2.clustersGCA_002561925.1_Contig_457_cluster_1
12	BTDB_2022-0001822.2.clustersGCA_002564425.1_Contig_39_cluster_1
1	BTDB_2022-0001850.2.clustersGCA_002565105.1_Contig_145_cluster_1
12	BTDB_2022-0002029.2.clustersGCA_002569125.1_Contig_23_cluster_2
2	BTDB_2022-0002189.2.clustersGCA_002574215.1_Contig_162_cluster_1
11	BTDB_2022-0002261.2.clustersGCA_002575885.1_Contig_42_cluster_1
6	BTDB_2022-0002637.2.clustersLWLW01000262.1_cluster_1
1	BTDB_2022-0002775.2.clustersGCA_007676695.1_Contig_190_cluster_1
7	BTDB_2022-0002775.2.clustersGCA_007676695.1_Contig_434_cluster_1
2	BTDB_2022-0002837.2.clustersGCA_008764255.1_Contig_84_cluster_1
2	BTDB_2022-0002964.2.clustersGCA_009935145.1_Contig_60_cluster_1
2	BTDB_2022-0003103.2.clustersVRME01000027.1_cluster_1
6	BTDB_2022-0003126.2.clustersGCA_015845185.1_Contig_319_cluster_1
4	BTDB_2022-0003126.2.clustersGCA_015845185.1_Contig_565_cluster_1
12	BTDB_2022-0003452.2.clustersGCA_021097345.1_Contig_264_cluster_1
5	BTDB_2022-0003568.2.clustersJAKUEU010000129.1_cluster_1
6	BTDB_2022-0003591.2.clustersJAKUFS010000023.1_cluster_1
2	BTDB_2022-0003631.2.clustersGCA_022669895.1_Contig_143_cluster_1
6	BTDB_2022-0003631.2.clustersGCA_022669895.1_Contig_243_cluster_1
1	BTDB_2022-0003810.2.clustersPS01598|SAMN26232393_1_cluster_2
1	BTDB_2022-0005274.2.clustersSRX2989658_00027_cluster_1
6	BTDB_2022-0005274.2.clustersSRX2989658_00076_cluster_1
10	BTDB_2022-0006380.1.clustersSAMN03202901-SRR2891675_00055_cluster_1
8	BTDB_2022-0006380.1.clustersSAMN03202901-SRR2891675_00066_cluster_1
6	BTDB_2022-0006380.1.clustersSAMN03202901-SRR2891675_00074_cluster_1
1	BTDB_2024-0000035.1.clusterscontig00020_cluster_1
7	BTDB_2024-0000072.1.clusterscontig00009_cluster_1
11	BTDB_2025-0000268.1.clustersSAMEA9996394-GCA_918187275.1_Contig_10_cluster_1
5	BTDB_2025-0001818.1.clustersSAMN29790566-SRR21002692_00102_cluster_1
9	BTDB_2025-0002063.1.clustersJAQFUF010000111.1_cluster_1
2	BTDB_2025-0002562.1.clustersSAMN32974867-SRR23885436_00053_cluster_1
5	BTDB_2025-0002859.1.clustersSAMN33769578-SRR23876394_00118_cluster_1
11	BTDB_2025-0003455.1.clustersSAMN35628874-SRR24833073_00003_cluster_1
12	BTDB_2025-0003976.1.clustersSAMN40001930-GCA_036962245.1_Contig_203_cluster_1
6	BTDB_2025-0004099.1.clustersJBDIVJ010000001.1_cluster_5
4	BTDB_2025-0004456.1.clustersSAMN43795761-GCA_042793715.1_Contig_58_cluster_1
5	BTDB_2025-0004517.1.clustersSAMN43797666-GCA_042739635.1_Contig_45_cluster_1
11	BTDB_2025-0004838.1.clustersSAMN46167256-SRR31934911_00014_cluster_1
